AF3,F7,F3,FC5,T7,P7,O1,O2,P8,T8,FC6,F4,F8,AF4
8,-41,-30,-21,45,44,-226,20,-15,-432,-125,-64,-600,-4
10,-31,-22,-14,50,88,-226,-1,36,-432,-104,-63,-587,-1
4,-32,-22,-8,30,86,-226,3,29,-434,-121,-65,-590,-6
4,-37,-26,-19,17,73,-226,3,25,-431,-123,-68,-589,-8
6,-36,-25,-29,22,69,-226,-2,26,-430,-109,-67,-594,-6
5,-33,-21,-27,23,68,-226,-2,17,-432,-111,-63,-609,-9
5,-41,-23,-26,11,52,-226,0,0,-431,-135,-61,-607,-19
5,-46,-25,-28,7,45,-226,-1,-4,-427,-129,-63,-596,-17
5,-39,-22,-27,15,57,-226,-3,6,-427,-102,-63,-595,-5
5,-43,-21,-27,15,54,-226,-6,-3,-430,-106,-61,-597,-6
5,-58,-22,-27,10,34,-226,-6,-24,-436,-126,-60,-597,-17
2,-35,-20,-25,-13,33,-226,0,-3,-427,37,-67,-587,-35
3,-40,-20,-22,-15,46,-226,15,1,-416,40,-64,-591,-33
3,-42,-20,-22,-15,63,-226,17,23,-414,38,-64,-588,-23
5,-30,-18,-21,-3,60,-226,13,37,-428,12,-66,-585,-10
11,-11,-16,-22,19,61,-226,17,44,-437,13,-62,-587,-2
13,-10,-21,-22,14,70,-226,12,55,-427,50,-62,-589,-7
12,-17,-24,-15,6,85,-226,5,66,-413,74,-66,-587,-7
16,2,-22,-9,34,110,-226,18,91,-415,88,-67,-588,14
8,-14,-25,-7,16,63,-226,0,-19,-419,81,-65,-597,0
9,-11,-21,-12,21,84,-226,4,-9,-428,74,-63,-596,11
12,-5,-17,-13,41,99,-226,15,3,-424,80,-62,-596,24
12,-11,-20,-9,33,88,-226,24,-16,-421,76,-63,-597,12
9,-13,-24,-10,17,78,-226,25,-33,-422,55,-64,-596,-5
9,-11,-23,-9,20,71,-226,23,-29,-426,34,-64,-599,-1
12,-11,-20,-11,23,64,-226,20,-33,-434,34,-64,-602,2
11,-11,-21,-19,15,62,-226,8,-42,-427,50,-64,-593,-2
12,-14,-20,-22,24,45,-226,28,1,-423,121,-69,-584,0
12,-8,-23,-17,22,56,-226,27,19,-423,122,-65,-584,2
8,-12,-25,-11,22,62,-226,28,29,-423,119,-61,-585,3
10,-10,-24,-10,16,58,-226,24,30,-422,121,-68,-585,2
12,-4,-23,-11,16,47,-226,15,27,-422,123,-86,-584,3
12,-12,-26,-10,17,39,-226,17,25,-423,107,-95,-585,3
11,-28,-29,-15,3,35,-226,17,18,-432,80,-73,-587,3
10,-41,-27,-20,-9,30,-226,3,-1,-434,55,-69,-586,1
8,-32,-48,-13,19,30,-226,-1,-55,-427,25,-66,-590,-3
8,-31,-54,-13,19,31,-226,7,-58,-435,19,-62,-589,-2
8,-33,-56,-13,19,27,-226,23,-57,-421,44,-63,-585,1
8,-29,-55,-13,20,29,-226,27,-53,-415,58,-61,-586,4
8,-11,-54,-13,21,34,-226,22,-40,-430,61,-62,-589,2
8,-5,-41,-13,23,33,-226,25,-32,-423,77,-62,-588,-2
8,-28,-35,-13,17,20,-226,25,-46,-407,60,-61,-587,-3
8,-43,-40,-13,1,1,-226,21,-67,-416,8,-62,-586,-13
6,-39,-29,-10,-13,26,-226,23,-7,-411,-206,-85,-581,-19
4,-36,-24,-11,-11,35,-226,30,5,-415,-194,-86,-581,-10
6,-36,-24,-21,-3,39,-226,30,23,-413,-179,-86,-582,-8
4,-32,-28,-17,-11,37,-226,24,24,-416,-189,-87,-579,-12
5,-12,-25,-8,-16,49,-226,30,29,-429,-178,-88,-579,-7
5,-4,-23,-10,-2,63,-226,31,38,-426,-154,-75,-583,-3
5,-8,-29,-15,13,76,-226,29,49,-409,-148,-63,-583,-5
9,9,-32,-11,19,92,-226,30,66,-413,-124,-68,-581,-1
9,-12,-19,-11,50,35,-229,28,-37,-431,-127,-82,-584,3
